,subj_id,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_drift_load,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.hddm_thresh_load,attention_network_task.hddm_drift,attention_network_task.hddm_drift_center,attention_network_task.hddm_drift_congruent,attention_network_task.hddm_drift_double,attention_network_task.hddm_drift_incongruent,attention_network_task.hddm_drift_neutral,attention_network_task.hddm_drift_nocue,attention_network_task.hddm_drift_spatial,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,directed_forgetting.hddm_drift,directed_forgetting.hddm_drift_con,directed_forgetting.hddm_drift_neg,directed_forgetting.hddm_drift_pos,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_drift_AX,dot_pattern_expectancy.hddm_drift_AY,dot_pattern_expectancy.hddm_drift_BX,dot_pattern_expectancy.hddm_drift_BY,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,local_global_letter.hddm_drift,local_global_letter.hddm_drift_congruent,local_global_letter.hddm_drift_global,local_global_letter.hddm_drift_incongruent,local_global_letter.hddm_drift_local,local_global_letter.hddm_drift_neutral,local_global_letter.hddm_drift_stay,local_global_letter.hddm_drift_switch,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_drift_critical,motor_selective_stop_signal.hddm_drift_non-critical,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,recent_probes.hddm_drift,recent_probes.hddm_drift_rec_neg,recent_probes.hddm_drift_rec_pos,recent_probes.hddm_drift_xrec_neg,recent_probes.hddm_drift_xrec_pos,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,shape_matching.hddm_drift,shape_matching.hddm_drift_SDD,shape_matching.hddm_drift_SNN,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,simon.hddm_drift,simon.hddm_drift_congruent,simon.hddm_drift_incongruent,simon.hddm_non_decision,simon.hddm_thresh,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_drift_go,stim_selective_stop_signal.hddm_drift_ignore,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh,stop_signal.hddm_drift,stop_signal.hddm_drift_high,stop_signal.hddm_drift_low,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.hddm_thresh_high,stop_signal.hddm_thresh_low,stroop.hddm_drift,stroop.hddm_drift_congruent,stroop.hddm_drift_incongruent,stroop.hddm_non_decision,stroop.hddm_thresh,threebytwo.hddm_drift,threebytwo.hddm_drift_100.0,threebytwo.hddm_drift_900.0,threebytwo.hddm_drift_cue_stay,threebytwo.hddm_drift_cue_switch,threebytwo.hddm_drift_task_stay,threebytwo.hddm_drift_task_switch,threebytwo.hddm_non_decision,threebytwo.hddm_thresh
0,s184,4.360376446804361,-1.107139499498767,0.3101456915094332,1.7103502379376707,-0.13152364234310907,4.508047319091517,-0.3983229037304438,-0.24662431908672924,0.03864393032293772,-0.2675293767194849,0.5141536958062142,0.001582953595164036,0.3580960198123421,0.3495450623041874,2.640858767060109,4.5104374882052225,0.22590005969839305,1.3563992270286165,2.1122233137429567,-0.13222960108855272,-0.1134733366717321,0.2457029377602848,0.3714546748419854,1.92002506464038,3.335158125542782,-0.3856989730512774,-1.540200399992511,0.2695030736342077,1.6563962994095804,0.1834823709506012,2.002356113760501,1.5252639276071327,0.2836833048738402,0.10495795855524127,-0.6173017111592171,-0.10495795855524127,0.3336184062853769,0.08460786673251346,-0.08460786673251346,0.4061620917287981,2.1216008564515936,3.670594247786637,-0.9405570549574124,0.9405570549574124,0.2687875945259845,1.9205999795573925,1.2510973065058806,1.0295051410793568,-0.7109287957975909,0.19641281266043686,-0.5149891579422026,0.4649505516153217,2.151489462881827,3.3201262560132583,-0.7047216556023111,0.7047216556023111,0.3657004076515365,1.3060300210841775,3.0426045805122883,0.11653574868109487,-0.11653574868109487,0.3094946166117442,1.3822669075438019,3.7403809771943908,0.12861876583504614,-0.12861876583504614,0.4784740944746918,2.863372259597857,3.034161113423982,0.295401763988737,-0.295401763988737,0.3014613259082623,2.2738600349105096,0.3750638607089766,-0.3750638607089766,3.652288928425816,0.4142840666203511,-0.4142840666203511,0.2780492722255566,3.873417836075157,2.2426241418215995,-0.7842965521882718,0.7842965521882718,-0.06155370572636242,0.06155370572636242,0.09489283313325957,-0.09489283313325957,0.2925169513319281,1.9028182727265053
1,s121,1.7750578555140235,-0.3022689063058588,0.0558882878781448,2.543502198700612,-0.1853562659759166,3.271410207177763,-0.04504587381370255,0.1862837156712612,-0.5910085740156789,-0.6494602731834458,0.4631765575121846,-0.20558979437336075,0.8416442422027421,0.4325679882358121,2.0743029129944395,3.8512920855452,0.27728587033470586,2.4734401577717797,1.7208652626592262,0.0028939277745548145,0.07791390543045155,-0.08080783320500637,0.5534979203925976,1.9443190846406144,1.497826902930867,0.4387394188882005,-1.601987910691998,0.16665034050265898,0.9965981513011384,0.05906152954896854,2.2291794940219383,1.0028033142065602,0.11871473356291135,-0.06359988051910401,-0.006368809879394098,0.06359988051910401,-0.11234592368351724,0.14265213983312527,-0.14265213983312527,0.4305058389505627,2.081989371499469,2.0659729750731954,-0.06126781080331335,0.06126781080331335,0.3950252894525945,1.1700155196906556,1.451838547066131,-0.4700198370789444,0.18911909256938852,0.11746411122099515,0.16343663328856065,0.5788985303126009,1.6893421434759064,2.3716443404879417,-0.5450354697199272,0.5450354697199272,0.5471196628588596,1.4581126983611716,2.6268932388740023,0.13233428482483678,-0.13233428482483678,0.40338805891361,1.8990035384543609,2.159164035917313,0.2775000108225048,-0.2775000108225048,0.37692349525061575,1.3546469566888326,1.825475399369904,-0.03515338350835605,0.03515338350835605,0.291017331965089,1.5856015046332694,0.08886329446719449,-0.08886329446719449,1.6503086497073025,0.1903998703988016,-0.1903998703988016,0.5349631819378148,1.4263595949180303,1.5980803711159983,-0.39861809259757897,0.39861809259757897,0.0013483181751363835,-0.0013483181751363835,0.22175499482138408,-0.22175499482138408,0.30783772523094993,1.7387220934996628
2,s233,1.5511186577620686,-0.4850873505562642,0.0681337944692568,2.084628198508576,-0.03808885307983769,3.39477909842965,0.2169394217847764,0.6770018486044009,0.24457932279833225,-0.9604158029231692,0.2834139543187681,-0.4743292685272307,0.012810523944122076,0.4494725669913636,1.825321069385809,3.593476556756935,0.31367948886082786,1.890812837961384,2.0698775393834623,0.4401340954595658,-0.8011369813036366,0.3610028858440708,0.5453023114851763,1.68533775702575,3.136158963287635,-0.7076422128641798,-2.1078183159670907,0.6072578035333389,2.2082027252979315,0.16959049432659082,1.937690746462304,0.9329189967030332,0.6746249346519168,-0.10830291197152928,-0.8701552296481093,0.10830291197152928,0.19553029499619254,-0.06925753845335647,0.06925753845335647,0.6467356395846998,2.1374675877089166,3.272750441817468,-1.0715843801901324,1.0715843801901324,0.3136524063810429,1.5436569801070956,1.3473816255169218,-0.04440824766135435,-0.1561058721064559,0.14628569640276484,0.054228423365045415,0.5937039266487066,1.7769528865778559,2.4791697242652773,-0.9555595028792458,0.9555595028792458,0.4540132509312613,1.4019943585179442,1.7457600374464135,0.5655001502346212,-0.5655001502346212,0.305229519247654,1.55408252811098,3.1602936592179787,0.4686138056813518,-0.4686138056813518,0.3431662653377608,2.3949526548626343,3.3033928802051915,0.37352435841662696,-0.37352435841662696,0.3306217973012867,1.829843927535626,0.4100438441309048,-0.4100438441309048,2.451132814244527,0.5941771655320319,-0.5941771655320319,0.3830297628342499,2.1222279409873632,2.268113530811392,-0.4193666306656284,0.4193666306656284,0.2874415455471891,-0.2874415455471891,0.02111058454211716,-0.02111058454211716,0.40633974863423866,1.949133060119336
3,s326,2.3177363797255013,-0.6436948980854051,0.0325818731801085,3.5694466979244237,-0.5069366731696451,2.809653357888543,-0.18049310176067773,0.4336350374567372,-0.2733411886680307,-0.5187263430970858,0.08509130564034861,-0.12558331077883714,0.5794176012075456,0.35591438638477685,2.2330261648469176,2.8019007523377395,0.3235061729333671,1.9878077811381047,2.1114439203126842,0.3026173760225451,0.1324561310470902,-0.4350735070696353,0.3958700837235205,2.3592444781895656,1.6856698902384415,0.1957354286834331,-0.6150847273944914,-0.20307941627793136,0.6224287149889897,0.025702985606925542,2.546622253938962,1.6229030605381236,0.34441627846263473,-0.13314463057850706,-0.4447855645019577,0.13314463057850706,0.100369286039323,0.2044304632476548,-0.2044304632476548,0.4094371362904209,2.549161631597623,3.382915446536398,-0.11206598338665703,0.11206598338665703,0.4718354371598618,1.270941984642624,0.8883441349599512,-0.07006326827188586,0.035820011871268584,0.0537238777427253,-0.01948062134210802,0.6285383182378467,2.2898406805494065,2.2995119546594385,-0.2310091122139088,0.2310091122139088,0.4865709886366567,1.8664041693257605,0.953810619462092,0.04301911873928778,-0.04301911873928778,0.0586466317852521,2.1365395156026517,2.2539043063011475,0.4441847964343431,-0.4441847964343431,0.39435325576935504,1.6271653374736381,2.4207728269036948,0.16548680996288273,-0.16548680996288273,0.3916134692028283,1.7507975483377158,0.1215752952210784,-0.1215752952210784,3.25372938463283,0.5866747134854529,-0.5866747134854529,0.3019182069601665,3.18902029481018,1.6476783868397158,-0.2313224622675499,0.2313224622675499,0.05631738273423231,-0.05631738273423231,-0.018703425226103555,0.018703425226103555,0.030941717519269413,3.045708292117136
4,s163,2.031285239583593,-0.5765748695091526,0.05108886336889317,1.9926091562496901,-0.2549065650904873,3.2800143194480924,0.4162239790963971,0.6669199396738773,-0.11863824673633187,-0.8619695982361171,0.19504965856223974,-0.3672410007177498,0.06965526835768454,0.3566554115663219,1.9534348289753167,3.4155409303987163,0.11194838133675626,2.8478632459208337,2.020575312424884,0.3070898160120257,-0.2678889136784986,-0.039200902333527084,0.4174288568957831,2.424270312468609,1.3474282457198334,1.9293509196103005,0.881117012099658,-3.6844257900031616,0.8739578582932026,0.2786053844691113,1.8840357177655331,1.4997929497708833,0.2671344500171918,0.03905825668294495,-0.39925538618199663,-0.03905825668294495,0.1321209361648048,0.14442869072132825,-0.14442869072132825,0.21362786566537675,2.2159086296980743,2.6114641739967626,-0.5568534483829951,0.5568534483829951,0.2968984520856655,1.3968715477638651,1.3794273448876924,-0.04067039085835082,-0.3790589783630948,0.3486420062220953,0.07108736299935031,0.4701611470757157,1.888594603762883,2.4644411815567016,-0.8678060334767231,0.8678060334767231,0.4876742027046687,1.5580362970346122,3.0877814519554865,0.3630280855570981,-0.3630280855570981,0.23022465954766075,1.8085880074557956,1.88808456147572,0.3380192944436232,-0.3380192944436232,0.3501364280414578,1.4241121176724445,3.349318256960147,-0.07333513279280106,0.07333513279280106,0.3844004879486704,1.5390044675439858,0.216906331849662,-0.216906331849662,2.5491220754834334,0.5018527596593071,-0.5018527596593071,0.3268296286592369,1.7826329708472552,1.8554835771685287,-0.5604813164100466,0.5604813164100466,0.16376694524261315,-0.16376694524261315,0.2383104207249617,-0.2383104207249617,0.3547713103351318,1.4514744916146156
5,s244,3.3341186677479837,-1.127608044270634,0.14998325547184596,2.3394783508913846,-0.4065661462231665,3.793030179445541,-0.12480726205477903,0.2616320233101852,-0.2085373258341705,-0.5064364330613498,0.24480440975116455,-0.4057877725792344,0.7391323604681839,0.3720363329558691,2.177202551681268,3.6232847008747777,0.2851614218090468,1.4267829213324832,1.522707783659575,-0.10695426516044758,0.2596202720891919,-0.15266600692874432,0.4291524869218665,1.9124889008684225,4.262767507921483,-0.7028515626754159,-2.433149488931544,1.4177925602373205,1.7182084913696394,0.19147798592477616,2.2589533921549294,1.7710142244689517,0.5557397348581294,-0.08392447537512022,-0.8466437239508737,0.08392447537512022,0.2909039890927443,0.11697118568887345,-0.11697118568887345,0.3022052281040208,2.100156042856684,1.8123387827494284,0.17986063158156368,-0.17986063158156368,0.020975876689909148,2.409570042009093,1.4296982824926978,0.038027875087298935,-0.3080726259611161,0.3912590039646142,-0.12121425309079704,0.42791770701253706,2.10372070813474,3.6614850567472685,-1.1053920998327962,1.1053920998327962,0.44103019651304975,1.599612694068194,2.745557471295486,0.2922251143017855,-0.2922251143017855,0.35132079692310425,1.408888096519323,2.445426558726869,0.5223333504604426,-0.5223333504604426,0.4006299284864165,1.1838908945515834,2.3406106418187957,-0.1943092747773149,0.1943092747773149,0.40147319104678575,1.3046341145331009,-0.02990698159402728,0.02990698159402728,2.680828598157123,0.7341246621196795,-0.7341246621196795,0.3899746854875189,2.5921392536752794,1.816978747100052,-0.2714971775242577,0.2714971775242577,-0.023262384233432867,0.023262384233432867,0.2676300972841626,-0.2676300972841626,0.2399390030102428,2.1014448816451066
6,s205,3.2163166105848937,-0.8339385738676504,0.05487555736454396,2.705170837266013,-0.4301793729428016,2.7940013072484406,-0.3137119136038105,0.24286027207713515,-0.5488933318581041,-0.6608561526097393,0.41799588053260417,-1.1435484247219068,2.006153670183821,0.31338662547651264,1.1567882391164508,4.252986938191859,0.2599423283251213,1.250136342025748,1.1003981100969291,-0.4910271505609768,-0.039492264410997166,0.530519414971974,0.4225623528671098,1.7452544832356203,3.3818661454102172,1.5621772591267022,-0.21178922295969724,-0.663462750869176,-0.6869252852978289,0.2375408368710168,2.451988275143465,1.4778737827795565,0.3327674498371773,-0.017258630332317074,-0.2407880911770959,0.017258630332317074,-0.09197935866008143,0.042053499810476264,-0.042053499810476264,0.4005257389731472,1.8836637819576931,2.907484449088793,-0.38173639341180376,0.38173639341180376,0.3036907319324605,0.9923546518553984,2.152034581368905,-0.2473124504895573,-0.7769336040834942,1.561792006873501,-0.5375459523004495,0.5548726864639622,1.6094776063402407,2.2538974707981905,-0.616851705045218,0.616851705045218,0.3960620396682694,1.1351640339015892,3.008511491786168,0.7602129443147905,-0.7602129443147905,0.27388495852296163,1.308375310413981,2.6037492847190444,0.25039235458368025,-0.25039235458368025,0.3070261432301071,1.0384715562831721,3.7842594432841854,0.4134967612050671,-0.4134967612050671,0.3359257673839581,1.1980074555481204,0.13920491656317835,-0.13920491656317835,3.1056572118753207,0.6082000760242847,-0.6082000760242847,0.34987143185483266,1.4460420720521143,2.5220285039350574,-0.7816582674582803,0.7816582674582803,0.24056303664973325,-0.24056303664973325,0.04304027092027338,-0.04304027092027338,0.3036589933666741,1.6211617331682546
7,s495,2.9113169728130712,-0.7766856583537362,0.19201143264940032,2.4039220138931188,-0.18595213753524406,4.340007190474966,0.2111342456950309,0.4703193414491924,-0.4136054822650784,-0.6911711211408615,0.2208517796916692,-0.3466176196627728,0.5490888562328203,0.3693398618603764,2.7666681651150804,3.5507397219766696,0.31793171513793306,1.6693375721479475,2.1407938208139696,0.2614676034764044,-0.187855599063244,-0.07361200441316043,0.4279505709721987,3.1378645452638483,2.4402373699285964,-0.13347420658538325,-0.7448052579515183,-0.4260239997270547,1.3043034642639562,0.13592083305299665,3.2594541453382013,2.0858590257985665,0.4572893293086369,-0.23978452720551385,-0.0992356106381774,0.23978452720551385,-0.35805371867045954,0.12794996886864027,-0.12794996886864027,0.3811636303584774,2.5503253179932543,2.634233127054848,-0.3129461647949106,0.3129461647949106,0.34271337156540616,1.752456774690311,1.7018241347872616,-0.1516403055523901,-0.007516254720551698,0.15061650894686732,0.008540051326074494,0.6865426559104011,2.908406393142616,2.3777908023991903,-0.6783167998431624,0.6783167998431624,0.4505241020624872,1.8259440248271208,2.6770250449861868,0.33991815431056704,-0.33991815431056704,0.3051219736716209,2.3729635869194667,3.4100967576380037,0.7477265216484883,-0.7477265216484883,0.3446030267737874,2.18124459403401,4.070450497413929,-0.08235276237034098,0.08235276237034098,0.3680528383975448,1.7642494736317065,0.012812361925481849,-0.012812361925481849,3.451047579544696,0.12517706982948,-0.12517706982948,0.17032204202251816,5.5911477932552005,1.7412339984621277,-0.3497521652238543,0.3497521652238543,0.02801037198395798,-0.02801037198395798,0.02188097265826355,-0.02188097265826355,0.2888175101273142,2.6266958864770484
8,s285,2.1123663077140167,-0.8183933102023548,0.15313310437194208,2.2756842516038267,-0.22799975597577904,4.809868868206167,0.16040782059490935,0.2633145700487878,0.29377112422994645,-0.8880899308551267,0.6247753608063389,-0.6031054466990443,0.14892650187418854,0.5000405729799204,2.668344951636377,3.255545773441661,0.3321983122556184,1.600972425275276,1.1361112087459226,0.5736383021773497,-0.3237266460032866,-0.2499116561740631,0.472324142716801,2.019066617319889,2.340652521481576,0.9223590831806574,-1.1710706964233055,-0.482150987489528,0.7308626007321763,0.253566712779892,1.8312328120178216,1.5292478629073198,0.4526927286657175,0.09397634015907734,-0.07891390833776282,-0.09397634015907734,-0.3737788203279546,-0.020141635562995117,0.020141635562995117,0.4943926821803912,1.997605375510077,2.650804360684921,-1.186693741370655,1.186693741370655,0.3163505277649235,1.943093852222784,1.212024671641558,0.08710389043410573,-0.2923622159423181,0.4804893693346244,-0.27523104382641195,0.59656684984784,2.5194143434613583,2.560325138007961,-0.3125315653580191,0.3125315653580191,0.4682973167627448,2.1640838067346984,2.964131936970412,0.2801756337416253,-0.2801756337416253,0.2755901643690115,1.9879634588532564,2.48372453371905,0.017039204596636968,-0.017039204596636968,0.3768713136607254,1.9869099468155744,1.5021932019770676,-0.18106882416296216,0.18106882416296216,0.3807548732955269,1.8576806360789224,-0.07115944070846046,0.07115944070846046,2.34575917622071,0.6613646859507235,-0.6613646859507235,0.5968079680921133,2.0536772564265533,0.8966077796443529,-0.2625560508710606,0.2625560508710606,-0.04029199184130624,0.04029199184130624,0.2371007423112325,-0.2371007423112325,0.21064885524130328,1.8987855370390865
9,s359,2.3240640241364665,-0.935715715632738,0.1271865079362913,2.3547604545539427,-0.4526422989133592,3.0913698151224636,0.06589591049002326,0.1460023814372051,-0.2933942446936737,-0.5604341659223393,0.4144317844851342,-0.3227803108777961,0.5502786450814465,0.4075333374403837,2.02551840171011,3.2772138292640784,0.35677410209701,1.4449408248247215,1.7067933673359807,0.1911609919687538,-0.21036784652904275,0.01920685456028895,0.5792894979742214,1.8775230375631613,1.8769457925998208,0.19686788342400566,-1.5396879747966448,0.3961601412036344,0.9466599501690048,0.2908904850440792,1.2755635530868028,1.5006570485649222,0.2803824008048007,-0.1841827617623591,-0.705249531288587,0.1841827617623591,0.4248671304837863,0.15104536614082978,-0.15104536614082978,0.3754168668384831,1.855571481433939,1.8919723376362811,-0.5397230463964459,0.5397230463964459,0.33279712826380864,1.3692579851535,1.5016146134902657,0.2311063880457976,0.061152361123523374,0.19388055263047374,-0.4861393017997947,0.4987285259435508,1.987323668120312,2.50179778398474,-0.8080261742648052,0.8080261742648052,0.5201533459291505,1.2059208180160397,2.310334563471701,0.31877272132647494,-0.31877272132647494,0.3537594003321872,1.3396525358142353,1.3049085849304505,0.050811350956197585,-0.050811350956197585,0.28125836337979004,2.1043844720787974,1.8861164693891381,-0.10337687627402063,0.10337687627402063,0.340110867888214,1.433209581921956,0.06515388804859476,-0.06515388804859476,1.612035647511214,0.3897736439294752,-0.3897736439294752,0.45359119785940105,1.7072013887322712,1.8500626746353055,-0.5739085703528117,0.5739085703528117,0.5398165621595719,-0.5398165621595719,0.2653563759559689,-0.2653563759559689,0.4185618365971312,1.6653111071499926
